Year,Offence Division,Incidents Recorded,Local Government Area
2022,E Justice procedures offences,1,Moonee Valley
2022,E Justice procedures offences,71,Moonee Valley
2022,E Justice procedures offences,2,Moonee Valley
2022,E Justice procedures offences,15,Moonee Valley
2022,E Justice procedures offences,304,Moonee Valley
2022,E Justice procedures offences,39,Moonee Valley
2022,E Justice procedures offences,217,Moonee Valley
2022,E Justice procedures offences,6,Moonee Valley
2022,F Other offences,2,Moonee Valley
2022,F Other offences,1,Moonee Valley
2022,F Other offences,1,Moonee Valley
2022,F Other offences,173,Moonee Valley
2022,F Other offences,1,Moonee Valley
2021,A Crimes against the person,2,Moonee Valley
2021,A Crimes against the person,76,Moonee Valley
2021,A Crimes against the person,100,Moonee Valley
2021,A Crimes against the person,19,Moonee Valley
2021,A Crimes against the person,152,Moonee Valley
2021,A Crimes against the person,161,Moonee Valley
2021,A Crimes against the person,95,Moonee Valley
2021,A Crimes against the person,1,Moonee Valley
2021,A Crimes against the person,4,Moonee Valley
2021,A Crimes against the person,27,Moonee Valley
2021,A Crimes against the person,8,Moonee Valley
2021,A Crimes against the person,1,Moonee Valley
2021,A Crimes against the person,1,Moonee Valley
2021,A Crimes against the person,20,Moonee Valley
2021,A Crimes against the person,19,Moonee Valley
2021,A Crimes against the person,5,Moonee Valley
2021,A Crimes against the person,11,Moonee Valley
2021,A Crimes against the person,32,Moonee Valley
2021,A Crimes against the person,36,Moonee Valley
2021,A Crimes against the person,12,Moonee Valley
2021,A Crimes against the person,1,Moonee Valley
2021,A Crimes against the person,9,Moonee Valley
2021,A Crimes against the person,28,Moonee Valley
2021,B Property and deception offences,20,Moonee Valley
2021,B Property and deception offences,399,Moonee Valley
2021,B Property and deception offences,45,Moonee Valley
2021,B Property and deception offences,9,Moonee Valley
2021,B Property and deception offences,45,Moonee Valley
2021,B Property and deception offences,4,Moonee Valley
2021,B Property and deception offences,221,Moonee Valley
2021,B Property and deception offences,112,Moonee Valley
2021,B Property and deception offences,214,Moonee Valley
2021,B Property and deception offences,983,Moonee Valley
2021,B Property and deception offences,309,Moonee Valley
2021,B Property and deception offences,163,Moonee Valley
2021,B Property and deception offences,101,Moonee Valley
2021,B Property and deception offences,553,Moonee Valley
2021,B Property and deception offences,30,Moonee Valley
2021,B Property and deception offences,276,Moonee Valley
2021,B Property and deception offences,5,Moonee Valley
2021,B Property and deception offences,1,Moonee Valley
2021,B Property and deception offences,9,Moonee Valley
2021,C Drug offences,45,Moonee Valley
2021,C Drug offences,9,Moonee Valley
2021,C Drug offences,20,Moonee Valley
2021,C Drug offences,177,Moonee Valley
2021,D Public order and security offences,31,Moonee Valley
2021,D Public order and security offences,90,Moonee Valley
2021,D Public order and security offences,3,Moonee Valley
2021,D Public order and security offences,4,Moonee Valley
2021,D Public order and security offences,29,Moonee Valley
2021,D Public order and security offences,15,Moonee Valley
2021,D Public order and security offences,6,Moonee Valley
2021,D Public order and security offences,6,Moonee Valley
2021,D Public order and security offences,3,Moonee Valley
2021,D Public order and security offences,26,Moonee Valley
2021,E Justice procedures offences,1,Moonee Valley
2021,E Justice procedures offences,76,Moonee Valley
2021,E Justice procedures offences,8,Moonee Valley
2021,E Justice procedures offences,2,Moonee Valley
2021,E Justice procedures offences,6,Moonee Valley
2021,E Justice procedures offences,285,Moonee Valley
2021,E Justice procedures offences,30,Moonee Valley
2021,E Justice procedures offences,239,Moonee Valley
2021,E Justice procedures offences,8,Moonee Valley
2021,F Other offences,1,Moonee Valley
2021,F Other offences,1,Moonee Valley
2021,F Other offences,1,Moonee Valley
2021,F Other offences,665,Moonee Valley
2021,F Other offences,1,Moonee Valley
2020,A Crimes against the person,2,Moonee Valley
2020,A Crimes against the person,82,Moonee Valley
2020,A Crimes against the person,105,Moonee Valley
2020,A Crimes against the person,22,Moonee Valley
2020,A Crimes against the person,169,Moonee Valley
2020,A Crimes against the person,146,Moonee Valley
2020,A Crimes against the person,116,Moonee Valley
2020,A Crimes against the person,3,Moonee Valley
2020,A Crimes against the person,4,Moonee Valley
2020,A Crimes against the person,64,Moonee Valley
2020,A Crimes against the person,9,Moonee Valley
2020,A Crimes against the person,2,Moonee Valley
2020,A Crimes against the person,21,Moonee Valley
2020,A Crimes against the person,16,Moonee Valley
2020,A Crimes against the person,19,Moonee Valley
2020,A Crimes against the person,1,Moonee Valley
2020,A Crimes against the person,31,Moonee Valley
2020,A Crimes against the person,30,Moonee Valley
2020,A Crimes against the person,6,Moonee Valley
2020,A Crimes against the person,7,Moonee Valley
2020,A Crimes against the person,23,Moonee Valley
2020,B Property and deception offences,18,Moonee Valley
2020,B Property and deception offences,449,Moonee Valley
2020,B Property and deception offences,33,Moonee Valley
2020,B Property and deception offences,4,Moonee Valley
2020,B Property and deception offences,51,Moonee Valley
2020,B Property and deception offences,2,Moonee Valley
2020,B Property and deception offences,345,Moonee Valley
2020,B Property and deception offences,231,Moonee Valley
2020,B Property and deception offences,321,Moonee Valley
2020,B Property and deception offences,1347,Moonee Valley
2020,B Property and deception offences,413,Moonee Valley
2020,B Property and deception offences,152,Moonee Valley
2020,B Property and deception offences,138,Moonee Valley
2020,B Property and deception offences,3,Moonee Valley
2020,B Property and deception offences,733,Moonee Valley
2020,B Property and deception offences,49,Moonee Valley
2020,B Property and deception offences,298,Moonee Valley
2020,B Property and deception offences,11,Moonee Valley
2020,B Property and deception offences,8,Moonee Valley
2020,C Drug offences,56,Moonee Valley
2020,C Drug offences,4,Moonee Valley
2020,C Drug offences,7,Moonee Valley
2020,C Drug offences,1,Moonee Valley
2020,C Drug offences,244,Moonee Valley
2020,D Public order and security offences,22,Moonee Valley
2020,D Public order and security offences,108,Moonee Valley
2020,D Public order and security offences,1,Moonee Valley
2020,D Public order and security offences,6,Moonee Valley
2020,D Public order and security offences,63,Moonee Valley
2020,D Public order and security offences,14,Moonee Valley
2020,D Public order and security offences,4,Moonee Valley
2020,D Public order and security offences,8,Moonee Valley
2020,D Public order and security offences,9,Moonee Valley
2020,D Public order and security offences,2,Moonee Valley
2020,D Public order and security offences,22,Moonee Valley
2020,D Public order and security offences,1,Moonee Valley
2020,E Justice procedures offences,2,Moonee Valley
2020,E Justice procedures offences,93,Moonee Valley
2020,E Justice procedures offences,9,Moonee Valley
2020,E Justice procedures offences,1,Moonee Valley
2020,E Justice procedures offences,5,Moonee Valley
2020,E Justice procedures offences,299,Moonee Valley
2020,E Justice procedures offences,25,Moonee Valley
2020,E Justice procedures offences,214,Moonee Valley
2020,E Justice procedures offences,8,Moonee Valley
2020,F Other offences,1,Moonee Valley
2020,F Other offences,3,Moonee Valley
2020,F Other offences,1,Moonee Valley
2020,F Other offences,1,Moonee Valley
2020,F Other offences,1,Moonee Valley
2019,A Crimes against the person,2,Moonee Valley
2019,A Crimes against the person,83,Moonee Valley
2019,A Crimes against the person,126,Moonee Valley
2019,A Crimes against the person,16,Moonee Valley
2019,A Crimes against the person,169,Moonee Valley
2019,A Crimes against the person,126,Moonee Valley
2019,A Crimes against the person,111,Moonee Valley
2019,A Crimes against the person,4,Moonee Valley
2019,A Crimes against the person,3,Moonee Valley
2019,A Crimes against the person,48,Moonee Valley
2019,A Crimes against the person,1,Moonee Valley
2019,A Crimes against the person,2,Moonee Valley
2019,A Crimes against the person,19,Moonee Valley
2019,A Crimes against the person,9,Moonee Valley
2019,A Crimes against the person,11,Moonee Valley
2019,A Crimes against the person,4,Moonee Valley
2019,A Crimes against the person,33,Moonee Valley
2019,A Crimes against the person,23,Moonee Valley
2019,A Crimes against the person,12,Moonee Valley
2019,A Crimes against the person,1,Moonee Valley
2019,A Crimes against the person,13,Moonee Valley
2019,A Crimes against the person,35,Moonee Valley
2019,B Property and deception offences,24,Moonee Valley
2019,B Property and deception offences,401,Moonee Valley
2019,B Property and deception offences,28,Moonee Valley
2019,B Property and deception offences,4,Moonee Valley
2019,B Property and deception offences,29,Moonee Valley
2019,B Property and deception offences,1,Moonee Valley
2019,B Property and deception offences,346,Moonee Valley
2019,B Property and deception offences,187,Moonee Valley
2019,B Property and deception offences,1,Moonee Valley
2019,B Property and deception offences,288,Moonee Valley
2019,B Property and deception offences,1307,Moonee Valley
2019,B Property and deception offences,414,Moonee Valley
2019,B Property and deception offences,108,Moonee Valley
2019,B Property and deception offences,127,Moonee Valley
2019,B Property and deception offences,6,Moonee Valley
2019,B Property and deception offences,756,Moonee Valley
2019,B Property and deception offences,36,Moonee Valley
2019,B Property and deception offences,333,Moonee Valley
2019,B Property and deception offences,22,Moonee Valley
2019,B Property and deception offences,1,Moonee Valley
2019,C Drug offences,36,Moonee Valley
2019,C Drug offences,8,Moonee Valley
2019,C Drug offences,6,Moonee Valley
2019,C Drug offences,1,Moonee Valley
2019,C Drug offences,171,Moonee Valley
2019,D Public order and security offences,22,Moonee Valley
2019,D Public order and security offences,125,Moonee Valley
2019,D Public order and security offences,1,Moonee Valley
2019,D Public order and security offences,8,Moonee Valley
2019,D Public order and security offences,135,Moonee Valley
2019,D Public order and security offences,39,Moonee Valley
2019,D Public order and security offences,18,Moonee Valley
2019,D Public order and security offences,12,Moonee Valley
2019,D Public order and security offences,7,Moonee Valley
2019,D Public order and security offences,1,Moonee Valley
2019,D Public order and security offences,2,Moonee Valley
2019,D Public order and security offences,27,Moonee Valley
2019,D Public order and security offences,1,Moonee Valley
2019,E Justice procedures offences,92,Moonee Valley
2019,E Justice procedures offences,4,Moonee Valley
2019,E Justice procedures offences,2,Moonee Valley
2019,E Justice procedures offences,5,Moonee Valley
2019,E Justice procedures offences,240,Moonee Valley
2019,E Justice procedures offences,33,Moonee Valley
2019,E Justice procedures offences,204,Moonee Valley
2019,E Justice procedures offences,4,Moonee Valley
2019,F Other offences,7,Moonee Valley
2019,F Other offences,2,Moonee Valley
2019,F Other offences,2,Moonee Valley
2019,F Other offences,1,Moonee Valley
2022,A Crimes against the person,2,Golden Plains
2022,A Crimes against the person,12,Golden Plains
2022,A Crimes against the person,8,Golden Plains
2022,A Crimes against the person,1,Golden Plains
2022,A Crimes against the person,10,Golden Plains
2022,A Crimes against the person,6,Golden Plains
2022,A Crimes against the person,16,Golden Plains
2022,A Crimes against the person,1,Golden Plains
2022,A Crimes against the person,1,Golden Plains
2022,A Crimes against the person,2,Golden Plains
2022,A Crimes against the person,1,Golden Plains
2022,A Crimes against the person,9,Golden Plains
2022,A Crimes against the person,2,Golden Plains
2022,A Crimes against the person,2,Golden Plains
2022,A Crimes against the person,7,Golden Plains
2022,B Property and deception offences,11,Golden Plains
2022,B Property and deception offences,3,Golden Plains
2022,B Property and deception offences,35,Golden Plains
2022,B Property and deception offences,1,Golden Plains
2022,B Property and deception offences,33,Golden Plains
2022,B Property and deception offences,28,Golden Plains
2022,B Property and deception offences,14,Golden Plains
2022,B Property and deception offences,42,Golden Plains
2022,B Property and deception offences,1,Golden Plains
2022,B Property and deception offences,2,Golden Plains
2022,B Property and deception offences,2,Golden Plains
2022,B Property and deception offences,71,Golden Plains
2022,B Property and deception offences,3,Golden Plains
2022,B Property and deception offences,10,Golden Plains
2022,C Drug offences,6,Golden Plains
2022,C Drug offences,1,Golden Plains
2022,C Drug offences,4,Golden Plains
2022,D Public order and security offences,8,Golden Plains
2022,D Public order and security offences,1,Golden Plains
2022,D Public order and security offences,1,Golden Plains
2022,D Public order and security offences,1,Golden Plains
2022,D Public order and security offences,2,Golden Plains
2022,E Justice procedures offences,7,Golden Plains
2022,E Justice procedures offences,1,Golden Plains
2022,E Justice procedures offences,42,Golden Plains
2022,E Justice procedures offences,6,Golden Plains
2022,F Other offences,1,Golden Plains
2022,F Other offences,2,Golden Plains
2021,A Crimes against the person,2,Golden Plains
2021,A Crimes against the person,12,Golden Plains
2021,A Crimes against the person,7,Golden Plains
2021,A Crimes against the person,18,Golden Plains
2021,A Crimes against the person,6,Golden Plains
2021,A Crimes against the person,23,Golden Plains
2021,A Crimes against the person,1,Golden Plains
2021,A Crimes against the person,7,Golden Plains
2021,A Crimes against the person,4,Golden Plains
2021,A Crimes against the person,3,Golden Plains
2021,A Crimes against the person,11,Golden Plains
2021,B Property and deception offences,2,Golden Plains
2021,B Property and deception offences,5,Golden Plains
2021,B Property and deception offences,43,Golden Plains
2021,B Property and deception offences,2,Golden Plains
2021,B Property and deception offences,4,Golden Plains
2021,B Property and deception offences,1,Golden Plains
2021,B Property and deception offences,38,Golden Plains
2021,B Property and deception offences,22,Golden Plains
2021,B Property and deception offences,22,Golden Plains
2021,B Property and deception offences,30,Golden Plains
2021,B Property and deception offences,2,Golden Plains
2021,B Property and deception offences,6,Golden Plains
2021,B Property and deception offences,69,Golden Plains
2021,B Property and deception offences,3,Golden Plains
2021,B Property and deception offences,8,Golden Plains
2021,C Drug offences,1,Golden Plains
2021,C Drug offences,5,Golden Plains
2021,C Drug offences,1,Golden Plains
2021,C Drug offences,7,Golden Plains
2021,D Public order and security offences,5,Golden Plains
2021,D Public order and security offences,2,Golden Plains
2021,D Public order and security offences,2,Golden Plains
2021,E Justice procedures offences,12,Golden Plains
2021,E Justice procedures offences,1,Golden Plains
2021,E Justice procedures offences,39,Golden Plains
2021,E Justice procedures offences,4,Golden Plains
2021,E Justice procedures offences,6,Golden Plains
2021,F Other offences,1,Golden Plains
2021,F Other offences,11,Golden Plains
2021,F Other offences,1,Golden Plains
2020,A Crimes against the person,18,Golden Plains
2020,A Crimes against the person,4,Golden Plains
2020,A Crimes against the person,1,Golden Plains
2020,A Crimes against the person,20,Golden Plains
2020,A Crimes against the person,9,Golden Plains
2020,A Crimes against the person,16,Golden Plains
2020,A Crimes against the person,5,Golden Plains
2020,A Crimes against the person,1,Golden Plains
2020,A Crimes against the person,1,Golden Plains
2020,A Crimes against the person,3,Golden Plains
2020,A Crimes against the person,1,Golden Plains
2020,A Crimes against the person,1,Golden Plains
2020,A Crimes against the person,7,Golden Plains
2020,B Property and deception offences,7,Golden Plains
2020,B Property and deception offences,9,Golden Plains
2020,B Property and deception offences,51,Golden Plains
2020,B Property and deception offences,4,Golden Plains
2020,B Property and deception offences,1,Golden Plains
2020,B Property and deception offences,2,Golden Plains
2020,B Property and deception offences,50,Golden Plains
2020,B Property and deception offences,28,Golden Plains
2020,B Property and deception offences,1,Golden Plains
2020,B Property and deception offences,27,Golden Plains
2020,B Property and deception offences,33,Golden Plains
2020,B Property and deception offences,4,Golden Plains
2020,B Property and deception offences,10,Golden Plains
2020,B Property and deception offences,73,Golden Plains
2020,B Property and deception offences,2,Golden Plains
2020,B Property and deception offences,17,Golden Plains
2020,C Drug offences,3,Golden Plains
2020,C Drug offences,1,Golden Plains
2020,C Drug offences,2,Golden Plains
2020,D Public order and security offences,9,Golden Plains
2020,D Public order and security offences,3,Golden Plains
2020,D Public order and security offences,2,Golden Plains
2020,D Public order and security offences,1,Golden Plains
2020,D Public order and security offences,1,Golden Plains
2020,D Public order and security offences,5,Golden Plains
2020,E Justice procedures offences,4,Golden Plains
2020,E Justice procedures offences,1,Golden Plains
2020,E Justice procedures offences,22,Golden Plains
2020,E Justice procedures offences,1,Golden Plains
2020,E Justice procedures offences,9,Golden Plains
2020,F Other offences,1,Golden Plains
2020,F Other offences,1,Golden Plains
2019,A Crimes against the person,2,Golden Plains
2019,A Crimes against the person,17,Golden Plains
2019,A Crimes against the person,7,Golden Plains
2019,A Crimes against the person,3,Golden Plains
2019,A Crimes against the person,27,Golden Plains
2019,A Crimes against the person,8,Golden Plains
2019,A Crimes against the person,19,Golden Plains
2019,A Crimes against the person,1,Golden Plains
2019,A Crimes against the person,1,Golden Plains
2019,A Crimes against the person,3,Golden Plains
2019,A Crimes against the person,1,Golden Plains
2019,A Crimes against the person,5,Golden Plains
2019,B Property and deception offences,15,Golden Plains
2019,B Property and deception offences,9,Golden Plains
2019,B Property and deception offences,46,Golden Plains
2019,B Property and deception offences,1,Golden Plains
2019,B Property and deception offences,5,Golden Plains
2019,B Property and deception offences,58,Golden Plains
2019,B Property and deception offences,45,Golden Plains
2019,B Property and deception offences,2,Golden Plains
2019,B Property and deception offences,25,Golden Plains
2019,B Property and deception offences,42,Golden Plains
2019,B Property and deception offences,3,Golden Plains
2019,B Property and deception offences,1,Golden Plains
2019,B Property and deception offences,5,Golden Plains
2019,B Property and deception offences,83,Golden Plains
2019,B Property and deception offences,1,Golden Plains
2019,B Property and deception offences,9,Golden Plains
2019,C Drug offences,2,Golden Plains
2019,C Drug offences,3,Golden Plains
2019,C Drug offences,16,Golden Plains
2019,D Public order and security offences,3,Golden Plains
2019,D Public order and security offences,2,Golden Plains
2019,D Public order and security offences,3,Golden Plains
2019,E Justice procedures offences,3,Golden Plains
2019,E Justice procedures offences,30,Golden Plains
2019,E Justice procedures offences,4,Golden Plains
2019,F Other offences,1,Golden Plains
2022,A Crimes against the person,10,Hepburn
2022,A Crimes against the person,12,Hepburn
2022,A Crimes against the person,3,Hepburn
2022,A Crimes against the person,21,Hepburn
2022,A Crimes against the person,6,Hepburn
2022,A Crimes against the person,12,Hepburn
2022,A Crimes against the person,3,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,A Crimes against the person,7,Hepburn
2022,A Crimes against the person,3,Hepburn
2022,A Crimes against the person,1,Hepburn
2022,B Property and deception offences,5,Hepburn
2022,B Property and deception offences,4,Hepburn
2022,B Property and deception offences,49,Hepburn
2022,B Property and deception offences,15,Hepburn
2022,B Property and deception offences,6,Hepburn
2022,B Property and deception offences,28,Hepburn
2022,B Property and deception offences,24,Hepburn
2022,B Property and deception offences,9,Hepburn
2022,B Property and deception offences,46,Hepburn
2022,B Property and deception offences,14,Hepburn
2022,B Property and deception offences,3,Hepburn
2022,B Property and deception offences,3,Hepburn
2022,B Property and deception offences,50,Hepburn
2022,B Property and deception offences,2,Hepburn
2022,B Property and deception offences,6,Hepburn
2022,C Drug offences,2,Hepburn
2022,C Drug offences,1,Hepburn
2022,C Drug offences,1,Hepburn
2022,D Public order and security offences,5,Hepburn
2022,D Public order and security offences,4,Hepburn
2022,D Public order and security offences,1,Hepburn
2022,D Public order and security offences,5,Hepburn
2022,D Public order and security offences,3,Hepburn
2022,D Public order and security offences,5,Hepburn
2022,E Justice procedures offences,4,Hepburn
2022,E Justice procedures offences,1,Hepburn
2022,E Justice procedures offences,1,Hepburn
2022,E Justice procedures offences,33,Hepburn
2022,E Justice procedures offences,1,Hepburn
2022,E Justice procedures offences,15,Hepburn
2022,E Justice procedures offences,1,Hepburn
2022,F Other offences,6,Hepburn
2021,A Crimes against the person,2,Hepburn
2021,A Crimes against the person,8,Hepburn
2021,A Crimes against the person,19,Hepburn
2021,A Crimes against the person,2,Hepburn
2021,A Crimes against the person,17,Hepburn
2021,A Crimes against the person,18,Hepburn
2021,A Crimes against the person,12,Hepburn
2021,A Crimes against the person,1,Hepburn
2021,A Crimes against the person,3,Hepburn
2021,A Crimes against the person,5,Hepburn
2021,A Crimes against the person,2,Hepburn
2021,A Crimes against the person,2,Hepburn
2021,A Crimes against the person,5,Hepburn
2021,B Property and deception offences,7,Hepburn
2021,B Property and deception offences,4,Hepburn
2021,B Property and deception offences,47,Hepburn
2021,B Property and deception offences,8,Hepburn
2021,B Property and deception offences,4,Hepburn
2021,B Property and deception offences,48,Hepburn
2021,B Property and deception offences,16,Hepburn
2021,B Property and deception offences,25,Hepburn
2021,B Property and deception offences,33,Hepburn
2021,B Property and deception offences,9,Hepburn
2021,B Property and deception offences,1,Hepburn
2021,B Property and deception offences,3,Hepburn
2021,B Property and deception offences,63,Hepburn
2021,B Property and deception offences,2,Hepburn
2021,B Property and deception offences,10,Hepburn
2021,C Drug offences,2,Hepburn
2021,C Drug offences,1,Hepburn
2021,C Drug offences,6,Hepburn
2021,D Public order and security offences,5,Hepburn
2021,D Public order and security offences,3,Hepburn
2021,D Public order and security offences,1,Hepburn
2021,D Public order and security offences,1,Hepburn
2021,D Public order and security offences,5,Hepburn
2021,D Public order and security offences,1,Hepburn
2021,D Public order and security offences,3,Hepburn
2021,D Public order and security offences,1,Hepburn
2021,D Public order and security offences,2,Hepburn
2021,D Public order and security offences,1,Hepburn
2021,E Justice procedures offences,13,Hepburn
2021,E Justice procedures offences,1,Hepburn
2021,E Justice procedures offences,24,Hepburn
2021,E Justice procedures offences,7,Hepburn
2021,E Justice procedures offences,9,Hepburn
2021,F Other offences,44,Hepburn
2021,F Other offences,1,Hepburn
2020,A Crimes against the person,2,Hepburn
2020,A Crimes against the person,21,Hepburn
2020,A Crimes against the person,14,Hepburn
2020,A Crimes against the person,1,Hepburn
2020,A Crimes against the person,35,Hepburn
2020,A Crimes against the person,13,Hepburn
2020,A Crimes against the person,25,Hepburn
2020,A Crimes against the person,2,Hepburn
2020,A Crimes against the person,1,Hepburn
2020,A Crimes against the person,9,Hepburn
2020,A Crimes against the person,3,Hepburn
2020,A Crimes against the person,2,Hepburn
2020,A Crimes against the person,5,Hepburn
2020,A Crimes against the person,4,Hepburn
2020,B Property and deception offences,14,Hepburn
2020,B Property and deception offences,1,Hepburn
2020,B Property and deception offences,14,Hepburn
2020,B Property and deception offences,76,Hepburn
2020,B Property and deception offences,3,Hepburn
2020,B Property and deception offences,2,Hepburn
2020,B Property and deception offences,64,Hepburn
2020,B Property and deception offences,45,Hepburn
2020,B Property and deception offences,30,Hepburn
2020,B Property and deception offences,91,Hepburn
2020,B Property and deception offences,14,Hepburn
2020,B Property and deception offences,1,Hepburn
2020,B Property and deception offences,9,Hepburn
2020,B Property and deception offences,95,Hepburn
2020,B Property and deception offences,5,Hepburn
2020,B Property and deception offences,19,Hepburn
2020,C Drug offences,1,Hepburn
2020,C Drug offences,1,Hepburn
2020,C Drug offences,13,Hepburn
2020,D Public order and security offences,2,Hepburn
2020,D Public order and security offences,4,Hepburn
2020,D Public order and security offences,5,Hepburn
2020,D Public order and security offences,1,Hepburn
2020,D Public order and security offences,4,Hepburn
2020,D Public order and security offences,1,Hepburn
2020,E Justice procedures offences,1,Hepburn
2020,E Justice procedures offences,15,Hepburn
2020,E Justice procedures offences,1,Hepburn
2020,E Justice procedures offences,1,Hepburn
2020,E Justice procedures offences,51,Hepburn
2020,E Justice procedures offences,3,Hepburn
2020,E Justice procedures offences,8,Hepburn
2020,F Other offences,2,Hepburn
2020,F Other offences,1,Hepburn
2020,F Other offences,2,Hepburn
2019,A Crimes against the person,2,Hepburn
2019,A Crimes against the person,12,Hepburn
2019,A Crimes against the person,14,Hepburn
2019,A Crimes against the person,18,Hepburn
2019,A Crimes against the person,16,Hepburn
2019,A Crimes against the person,36,Hepburn
2019,A Crimes against the person,1,Hepburn
2019,A Crimes against the person,2,Hepburn
2019,A Crimes against the person,1,Hepburn
2019,A Crimes against the person,5,Hepburn
2019,A Crimes against the person,5,Hepburn
2019,A Crimes against the person,3,Hepburn
2019,A Crimes against the person,2,Hepburn
2019,B Property and deception offences,14,Hepburn
2019,B Property and deception offences,1,Hepburn
2019,B Property and deception offences,4,Hepburn
2019,B Property and deception offences,74,Hepburn
2019,B Property and deception offences,11,Hepburn
2019,B Property and deception offences,3,Hepburn
2019,B Property and deception offences,6,Hepburn
2019,B Property and deception offences,46,Hepburn
2019,B Property and deception offences,29,Hepburn
2019,B Property and deception offences,1,Hepburn
2019,B Property and deception offences,27,Hepburn
2019,B Property and deception offences,62,Hepburn
2019,B Property and deception offences,16,Hepburn
2019,B Property and deception offences,3,Hepburn
2019,B Property and deception offences,8,Hepburn
2019,B Property and deception offences,1,Hepburn
2019,B Property and deception offences,93,Hepburn
2019,B Property and deception offences,6,Hepburn
2019,B Property and deception offences,1,Hepburn
2019,C Drug offences,2,Hepburn
2019,C Drug offences,3,Hepburn
2019,C Drug offences,12,Hepburn
2019,D Public order and security offences,2,Hepburn
2019,D Public order and security offences,2,Hepburn
2019,D Public order and security offences,2,Hepburn
2019,D Public order and security offences,4,Hepburn
2019,D Public order and security offences,3,Hepburn
2019,D Public order and security offences,1,Hepburn
2019,E Justice procedures offences,12,Hepburn
2019,E Justice procedures offences,34,Hepburn
2019,E Justice procedures offences,8,Hepburn
2019,E Justice procedures offences,7,Hepburn
2019,E Justice procedures offences,3,Hepburn
2019,F Other offences,1,Hepburn
2019,F Other offences,1,Hepburn
2022,A Crimes against the person,2,Moorabool
2022,A Crimes against the person,43,Moorabool
2022,A Crimes against the person,31,Moorabool
2022,A Crimes against the person,3,Moorabool
2022,A Crimes against the person,61,Moorabool
2022,A Crimes against the person,25,Moorabool
2022,A Crimes against the person,46,Moorabool
2022,A Crimes against the person,1,Moorabool
2022,A Crimes against the person,8,Moorabool
2022,A Crimes against the person,3,Moorabool
2022,A Crimes against the person,1,Moorabool
2022,A Crimes against the person,6,Moorabool
2022,A Crimes against the person,1,Moorabool
2022,A Crimes against the person,2,Moorabool
2022,A Crimes against the person,1,Moorabool
2022,A Crimes against the person,18,Moorabool
2022,A Crimes against the person,6,Moorabool
2022,A Crimes against the person,6,Moorabool
2022,A Crimes against the person,6,Moorabool
2022,A Crimes against the person,14,Moorabool
2022,B Property and deception offences,18,Moorabool
2022,B Property and deception offences,2,Moorabool
2022,B Property and deception offences,2,Moorabool
2022,B Property and deception offences,156,Moorabool
2022,B Property and deception offences,4,Moorabool
2022,B Property and deception offences,1,Moorabool
2022,B Property and deception offences,9,Moorabool
2022,B Property and deception offences,86,Moorabool
2022,B Property and deception offences,38,Moorabool
2022,B Property and deception offences,49,Moorabool
2022,B Property and deception offences,142,Moorabool
2022,B Property and deception offences,38,Moorabool
2022,B Property and deception offences,8,Moorabool
2022,B Property and deception offences,31,Moorabool
2022,B Property and deception offences,129,Moorabool
2022,B Property and deception offences,11,Moorabool
2022,B Property and deception offences,42,Moorabool
2022,B Property and deception offences,3,Moorabool
2022,C Drug offences,1,Moorabool
2022,C Drug offences,12,Moorabool
2022,C Drug offences,5,Moorabool
2022,C Drug offences,1,Moorabool
2022,C Drug offences,46,Moorabool
2022,D Public order and security offences,15,Moorabool
2022,D Public order and security offences,36,Moorabool
2022,D Public order and security offences,1,Moorabool
2022,D Public order and security offences,2,Moorabool
2022,D Public order and security offences,3,Moorabool
2022,D Public order and security offences,6,Moorabool
2022,D Public order and security offences,4,Moorabool
2022,D Public order and security offences,1,Moorabool
2022,D Public order and security offences,1,Moorabool
2022,E Justice procedures offences,43,Moorabool
2022,E Justice procedures offences,2,Moorabool
2022,E Justice procedures offences,1,Moorabool
2022,E Justice procedures offences,2,Moorabool
2022,E Justice procedures offences,130,Moorabool
2022,E Justice procedures offences,6,Moorabool
2022,E Justice procedures offences,59,Moorabool
2022,E Justice procedures offences,2,Moorabool
2022,F Other offences,141,Moorabool
2022,F Other offences,1,Moorabool
2021,A Crimes against the person,2,Moorabool
2021,A Crimes against the person,36,Moorabool
2021,A Crimes against the person,30,Moorabool
2021,A Crimes against the person,8,Moorabool
2021,A Crimes against the person,64,Moorabool
2021,A Crimes against the person,26,Moorabool
2021,A Crimes against the person,49,Moorabool
2021,A Crimes against the person,1,Moorabool
2021,A Crimes against the person,4,Moorabool
2021,A Crimes against the person,2,Moorabool
2021,A Crimes against the person,2,Moorabool
2021,A Crimes against the person,8,Moorabool
2021,A Crimes against the person,2,Moorabool
2021,A Crimes against the person,4,Moorabool
2021,A Crimes against the person,1,Moorabool
2021,A Crimes against the person,14,Moorabool
2021,A Crimes against the person,9,Moorabool
2021,A Crimes against the person,8,Moorabool
2021,A Crimes against the person,9,Moorabool
2021,A Crimes against the person,17,Moorabool
2021,B Property and deception offences,16,Moorabool
2021,B Property and deception offences,4,Moorabool
2021,B Property and deception offences,177,Moorabool
2021,B Property and deception offences,8,Moorabool
2021,B Property and deception offences,1,Moorabool
2021,B Property and deception offences,17,Moorabool
